target,info_feat_1,info_feat_2,info_feat_3,info_feat_4,info_feat_5,info_feat_6,info_feat_7,info_feat_8,red_feat_1,red_feat_2,red_feat_3,red_feat_4,red_feat_5,red_feat_6,rep_feat_1,rep_feat_2,rep_feat_3,rep_feat_4,rep_feat_5,rep_feat_6
0.000000000000000000e+00,3.290841148888505430e+00,-1.533085753856266553e+00,6.283715983388165061e-01,4.365726143015326022e-01,2.018491956262543852e+00,6.547647975307838486e+00,-2.221425408292785342e+00,-2.143027856082250882e+00,-3.707148360596292935e-01,-6.384901029219310908e-01,-6.384901029219310908e-01,-1.447285891814588332e+00,-2.143027856082250882e+00,-1.447285891814588332e+00,6.547647975307838486e+00,4.365726143015326022e-01,2.482660070423017284e-01,5.974840723399674758e-01,-8.710787693804770138e-01,-1.447285891814588332e+00
0.000000000000000000e+00,2.217421296169399536e+00,9.604183692543338813e-01,-7.081616317687873252e-01,-2.036931944861181787e+00,-1.620791338836152118e+00,4.579540131172141759e-01,2.593315358258442949e+00,1.652188342617535444e+00,2.928224427756472181e+00,4.314978668455245803e+00,4.314978668455245803e+00,-3.663655379910066401e+00,1.652188342617535444e+00,-3.663655379910066401e+00,4.579540131172141759e-01,-2.036931944861181787e+00,4.470187236880567738e+00,6.614333715522535684e-02,-6.447654013843006071e-01,-3.663655379910066401e+00
0.000000000000000000e+00,1.684081728985822535e+00,2.788452475964330990e+00,3.235634356025122171e-01,-3.030435124469739172e+00,-1.554517054505772489e+00,7.273752072141485847e-05,-8.765629705987969533e-01,-1.030557787274920312e+00,4.623119413159043845e+00,-2.208474193090936843e+00,-2.208474193090936843e+00,-5.658788741425324176e+00,-1.030557787274920312e+00,-5.658788741425324176e+00,7.273752072141485847e-05,-3.030435124469739172e+00,-1.716493321479555245e+00,4.518343747636777152e-02,-1.675854973696171424e+00,-5.658788741425324176e+00
0.000000000000000000e+00,-6.595033789077553443e-01,1.592509836503141152e+00,1.104721728138922110e+00,3.702748615465998760e+00,2.109054748174929106e+00,3.066870520508998776e+00,-4.253541488669308479e-01,-1.032166500414148480e+00,-3.402576991273990270e+00,2.240316306812739633e+00,2.240316306812739633e+00,-6.977441907959351930e-01,-1.032166500414148480e+00,-6.977441907959351930e-01,3.066870520508998776e+00,3.702748615465998760e+00,3.515072749313664424e+00,-5.592349564583151134e-01,-1.294161687606384170e+00,-6.977441907959351930e-01
1.000000000000000000e+00,3.140803497921188292e+00,-1.189399394294444523e+00,-1.869499883204361446e+00,-1.820715099800779946e+00,-2.587895824949227652e+00,1.140593270753962551e+00,2.407542474206759042e+00,5.697642147966623938e-01,3.729480123586021989e+00,1.730100169933122212e+00,1.730100169933122212e+00,-4.372729510214180770e+00,5.697642147966623938e-01,-4.372729510214180770e+00,1.140593270753962551e+00,-1.820715099800779946e+00,-6.590040370924077351e-02,-1.039514894268875000e+00,1.264888951551412566e+00,-4.372729510214180770e+00
0.000000000000000000e+00,9.383563498894239574e-01,-1.983852010325447335e+00,2.891490243212256894e-01,1.890391655376666868e+00,2.437162279495176609e+00,5.454526480231612240e+00,-2.323470906586819762e+00,-2.139592925622966657e+00,-2.279487113374449425e+00,-8.127996694430856817e-01,-8.127996694430856817e-01,-1.263409432892064754e-01,-2.139592925622966657e+00,-1.263409432892064754e-01,5.454526480231612240e+00,1.890391655376666868e+00,-8.322226352028012641e-01,-1.439420891378412337e-01,-1.498201561591917752e+00,-1.263409432892064754e-01
0.000000000000000000e+00,2.205385010898996523e+00,1.189020746988308730e+00,2.245514994084527594e-01,-5.166433354267307987e-01,-4.079526822525034735e-01,-1.074702036435550845e-01,-4.470285813823195453e-01,-7.914405540882925028e-01,1.714361328804931306e+00,-2.398013341102880780e+00,-2.398013341102880780e+00,-9.547233685359168831e-01,-7.914405540882925028e-01,-9.547233685359168831e-01,-1.074702036435550845e-01,-5.166433354267307987e-01,-1.288033003510023367e+00,7.579328640276286055e-01,2.645443120881513011e+00,-9.547233685359168831e-01
0.000000000000000000e+00,-2.775528752929262044e+00,-2.517080231018989700e+00,2.538042230707175051e+00,6.154250968775849095e+00,3.041369405598300713e+00,2.599123214060820697e+00,2.863301921588499166e-01,5.814482046690936379e-01,-6.578256647648903943e+00,1.119148234613102755e+00,1.119148234613102755e+00,7.975961956532727548e+00,5.814482046690936379e-01,7.975961956532727548e+00,2.599123214060820697e+00,6.154250968775849095e+00,5.003255000677830910e-02,-2.437807067610390455e+00,1.767934884189033440e+00,7.975961956532727548e+00
1.000000000000000000e+00,3.594100803626815832e+00,1.644086324211610162e+00,3.149046219626011833e+00,-3.385875121170360824e+00,-8.269067972818087142e-01,1.582395133092676653e+00,1.123565429269959726e+00,2.092069064752259955e+00,5.565336679537537634e+00,-3.689484626361475561e-01,-3.689484626361475561e-01,-1.742109055555559893e-01,2.092069064752259955e+00,-1.742109055555559893e-01,1.582395133092676653e+00,-3.385875121170360824e+00,2.232673863913752221e-01,-5.639322952063510197e-01,8.857759790723364057e-01,-1.742109055555559893e-01
1.000000000000000000e+00,-1.735297315691888276e-01,-1.736676816831851600e+00,-2.076089552275631744e-01,3.086146568111990618e+00,1.252164360575951818e+00,2.818021602898232558e+00,1.385326078809841599e+00,6.539855091285557975e-01,-2.516627095670189274e+00,2.802659373575226986e+00,2.802659373575226986e+00,1.372537103076963971e+00,6.539855091285557975e-01,1.372537103076963971e+00,2.818021602898232558e+00,3.086146568111990618e+00,1.553883848564471926e+00,-1.583741683197819938e+00,4.394248425824681670e-01,1.372537103076963971e+00
1.000000000000000000e+00,2.358324531882312947e+00,2.176274094602310694e+00,-1.113712922391166371e+00,1.595882448139868792e+00,-1.083741823811639193e+00,1.026150578133714353e+00,5.928012965766151332e+00,3.650028012513851117e+00,2.831793447650357454e+00,6.383997873146763702e+00,6.383997873146763702e+00,-3.803010739871898860e+00,3.650028012513851117e+00,-3.803010739871898860e+00,1.026150578133714353e+00,1.595882448139868792e+00,5.000014883314981340e+00,-2.609683777002276273e+00,2.159247660936257862e+00,-3.803010739871898860e+00
1.000000000000000000e+00,6.996319713689691522e-02,-1.882071293404749879e+00,-2.438385630207017485e+00,5.290205594828607527e-01,-2.223166170789697915e+00,-2.055924749304327004e-01,2.043128273768848757e+00,-2.116745881676016516e-01,-3.865419065061988513e-01,2.904616007075321527e+00,2.904616007075321527e+00,-2.834493705631945470e+00,-2.116745881676016516e-01,-2.834493705631945470e+00,-2.055924749304327004e-01,5.290205594828607527e-01,9.545676227202960495e-01,-1.136408404276613604e+00,3.649094347423664786e-01,-2.834493705631945470e+00
0.000000000000000000e+00,1.908037744929001356e+00,-4.000086438159295987e+00,-3.393368379894892151e-01,-4.173820158984124618e+00,9.052205546695908378e-01,1.737483899445587454e+00,1.608484938577859236e+00,4.258811235069799750e+00,3.699871521965025778e+00,1.729992756152385347e+00,1.729992756152385347e+00,3.823066700475636015e+00,4.258811235069799750e+00,3.823066700475636015e+00,1.737483899445587454e+00,-4.173820158984124618e+00,-3.780817621586950450e-01,1.896201237508736703e-01,-1.172074925156146641e+00,3.823066700475636015e+00
1.000000000000000000e+00,5.403109675921713428e-01,-1.132841379600288079e+00,-1.768938723157930326e+00,6.059711239599583354e-01,-1.073427945602928757e+00,1.470428080761812639e+00,3.678575660687530835e-01,-1.401349902627700317e+00,-7.490263849410045971e-01,1.905705998534422241e+00,1.905705998534422241e+00,-3.571483143700303842e+00,-1.401349902627700317e+00,-3.571483143700303842e+00,1.470428080761812639e+00,6.059711239599583354e-01,1.146178890731289313e+00,-3.913582840627649606e-01,-7.996044179514647521e-01,-3.571483143700303842e+00
0.000000000000000000e+00,-4.105019831326114144e+00,-4.300790118747842561e-01,-2.249327161246568174e+00,1.422734546746353024e+00,2.947408456676523514e-01,-5.554723532409818754e-01,-1.991278514483719508e+00,-2.617972915742605267e+00,-4.298811784662200708e+00,1.621034896717298723e+00,1.621034896717298723e+00,-3.144127201991470333e+00,-2.617972915742605267e+00,-3.144127201991470333e+00,-5.554723532409818754e-01,1.422734546746353024e+00,1.364577003758602247e+00,4.525281320269306518e-01,-5.413989492892145705e+00,-3.144127201991470333e+00
0.000000000000000000e+00,-1.813809695304827940e+00,-1.026423808972912521e+00,-8.390188098661961469e-01,5.730533094572750619e-01,5.195470038236086330e-01,-6.648437724840901286e-02,-1.718092121003603978e+00,-1.688595110449513381e+00,-3.157008530090106735e+00,6.290270886489269797e-01,6.290270886489269797e-01,1.294016451940761467e-02,-1.688595110449513381e+00,1.294016451940761467e-02,-6.648437724840901286e-02,5.730533094572750619e-01,1.255799165131987083e+00,1.189840405887772734e+00,-2.314022806640299024e+00,1.294016451940761467e-02
0.000000000000000000e+00,-8.227350152690243723e-01,1.617565636126511830e+00,2.463243064753626754e+00,2.193116551144475679e+00,2.792243390672398462e+00,3.273209537722044704e+00,-2.103872158100065448e+00,-1.097704125002389119e+00,-1.885527188631639373e+00,-1.033280968951606926e+00,-1.033280968951606926e+00,6.398846338545413071e-01,-1.097704125002389119e+00,6.398846338545413071e-01,3.273209537722044704e+00,2.193116551144475679e+00,1.136422565735393242e-01,-5.593156927182361127e-01,-2.222865051616199406e+00,6.398846338545413071e-01
0.000000000000000000e+00,-1.149187856754849912e+00,1.153894563795925476e+00,3.941113123787250316e+00,3.988309645535202730e+00,3.560185728645794079e+00,4.231344270614536995e+00,-1.366977324821125439e+00,-3.266845052809175254e-01,-3.654165196930164061e+00,2.867540430150082309e-01,2.867540430150082309e-01,3.601111982958393298e+00,-3.266845052809175254e-01,3.601111982958393298e+00,4.231344270614536995e+00,3.988309645535202730e+00,1.481986806198743123e+00,-1.350353359615786619e+00,-1.164088568097210397e+00,3.601111982958393298e+00
0.000000000000000000e+00,-2.810812770035116870e+00,6.138377259815797071e-02,1.785626419006939747e+00,5.261125199062156810e+00,3.253663556161727310e+00,2.538200412488496926e+00,2.580417844381263093e-01,7.194785376337298199e-01,-4.357422551825838042e+00,1.135007949359081669e+00,1.135007949359081669e+00,3.812638224622617589e+00,7.194785376337298199e-01,3.812638224622617589e+00,2.538200412488496926e+00,5.261125199062156810e+00,1.976578685048723250e-01,-2.534143801972196464e+00,-6.470228444803790557e-01,3.812638224622617589e+00
0.000000000000000000e+00,1.331637636429642946e+00,-1.925534513982681606e+00,1.942916744567750431e+00,-2.388058021813557641e+00,-9.179527325222487377e-01,1.626762384387617333e+00,-1.303359797923246965e+00,-5.916335636175114043e-01,1.921040234108016387e+00,-2.384708463904906761e+00,-2.384708463904906761e+00,1.160287486474698815e+00,-5.916335636175114043e-01,1.160287486474698815e+00,1.626762384387617333e+00,-2.388058021813557641e+00,-3.023458372090708224e+00,-4.416369019960084685e-01,-2.374189481458808260e-01,1.160287486474698815e+00
0.000000000000000000e+00,-2.530519275599430795e+00,-1.390495880858639843e+00,-2.209845558032387469e+00,5.266846698747341016e+00,3.712918523680920568e+00,1.979414786649459357e+00,-1.379895861240007182e+00,-1.553000079513567000e+00,-6.686237186071689820e+00,1.193296739839385667e+00,1.193296739839385667e+00,1.657968379701751038e+00,-1.553000079513567000e+00,1.657968379701751038e+00,1.979414786649459357e+00,5.266846698747341016e+00,1.419975237155004955e+00,5.919697820327276538e-01,-9.329108500565256312e-01,1.657968379701751038e+00
0.000000000000000000e+00,-1.812651358027246751e+00,-7.661245578628170794e-01,7.051204101094128429e-01,8.916632443611343106e-01,9.785500041748677047e-01,1.094947855046823681e+00,-1.446732123682362481e+00,-7.836268428396975239e-01,-1.245636497378787011e+00,-1.531344230135276652e+00,-1.531344230135276652e+00,8.242986955147317829e-01,-7.836268428396975239e-01,8.242986955147317829e-01,1.094947855046823681e+00,8.916632443611343106e-01,-2.556952708040485689e+00,-1.093623234255755916e+00,-2.046406098009575736e+00,8.242986955147317829e-01
0.000000000000000000e+00,-4.787109557282605010e+00,-3.148770274683135861e-01,-2.150790239743344046e+00,2.298565106005883152e+00,3.847102262214897594e-01,-2.064314091109831495e-01,-7.004361424936156322e-01,-1.545423261603079412e+00,-4.341191342448344592e+00,3.211877816727873203e+00,3.211877816727873203e+00,-3.210670520569332442e+00,-1.545423261603079412e+00,-3.210670520569332442e+00,-2.064314091109831495e-01,2.298565106005883152e+00,1.924721100652674988e+00,-9.107138814874204957e-01,-5.943871912336910590e+00,-3.210670520569332442e+00
0.000000000000000000e+00,-4.576540660016126250e-02,4.778439360226093058e+00,1.601713740365210192e+00,-2.733552834287828581e+00,2.494634128027937159e-01,-8.842316076477620967e-01,1.159575308844731811e+00,2.839068003349337399e+00,5.723227358740475168e+00,-1.750872097582704401e-01,-1.750872097582704401e-01,-3.137670706401357368e+00,2.839068003349337399e+00,-3.137670706401357368e+00,-8.842316076477620967e-01,-2.733552834287828581e+00,-2.789114976257867085e-01,-1.237182760746390331e+00,-3.154365947029033279e+00,-3.137670706401357368e+00
1.000000000000000000e+00,2.689367171282307512e-01,7.876773324515555785e-01,-7.660306297547132548e-01,2.210292708476477852e+00,-4.368370874954118355e-01,3.767922029658410388e-01,5.276384386100083645e+00,3.789220603188333758e+00,9.088559819731342193e-01,5.911367718663648851e+00,5.911367718663648851e+00,-8.851077802123593630e-01,3.789220603188333758e+00,-8.851077802123593630e-01,3.767922029658410388e-01,2.210292708476477852e+00,3.835730225508803493e+00,-2.893394789539497580e+00,1.324826376867141997e+00,-8.851077802123593630e-01
1.000000000000000000e+00,-1.261266191522107505e+00,-2.480370198512757973e+00,-2.301324845187595169e+00,-1.898903311430050644e+00,-1.655298305269349513e+00,-2.486072678260072166e+00,3.235010582368070819e-01,3.002547090185949674e-01,6.803306438579314053e-01,-3.909181155037672606e-01,-3.909181155037672606e-01,-1.522489843174394675e-01,3.002547090185949674e-01,-1.522489843174394675e-01,-2.486072678260072166e+00,-1.898903311430050644e+00,-2.442686478695788033e+00,2.341630366894831283e-02,-7.315481498817157924e-01,-1.522489843174394675e-01
1.000000000000000000e+00,1.115774299979963580e+00,-1.963905223867484340e+00,2.813710483800093698e+00,-2.149866155139452228e+00,-2.163877958712256966e-01,4.810173282979910980e-01,-2.059962526328541266e+00,-7.443095736867487711e-01,-5.518225914945589228e-01,-1.752667614824312992e+00,-1.752667614824312992e+00,4.657953840824204050e+00,-7.443095736867487711e-01,4.657953840824204050e+00,4.810173282979910980e-01,-2.149866155139452228e+00,-3.953728409715395742e-02,1.749740287781422987e+00,9.408760679152659012e-01,4.657953840824204050e+00
0.000000000000000000e+00,-6.648775512705720203e-01,1.191961967783056853e+00,-6.063040187933768088e-01,2.008738181471398487e+00,8.795501905191164260e-01,1.270294594944287869e+00,1.770310190373331816e+00,1.195490280352877521e+00,-2.501245464235610227e-01,2.779009143532513271e+00,2.779009143532513271e+00,-1.903676018099726086e+00,1.195490280352877521e+00,-1.903676018099726086e+00,1.270294594944287869e+00,2.008738181471398487e+00,1.794065397786706040e+00,-1.668501419147028209e+00,-1.248900035651603568e+00,-1.903676018099726086e+00
1.000000000000000000e+00,6.984280910932101349e-01,-3.055224180267529732e+00,3.752606649584956156e+00,-1.354337541553857882e+00,1.250432135103728415e-01,2.566751885266682631e+00,-3.687677418433815024e+00,-2.504962678606836413e+00,-2.172829828791012829e+00,-2.590903283679246272e+00,-2.590903283679246272e+00,4.744010962581323376e+00,-2.504962678606836413e+00,4.744010962581323376e+00,2.566751885266682631e+00,-1.354337541553857882e+00,-1.000881524485732976e+00,1.285929304349850533e+00,-2.961741979692098514e-01,4.744010962581323376e+00
0.000000000000000000e+00,-1.439701036853224814e+00,1.764513620863188414e-01,-4.894776089896466509e-01,3.908981514613846797e-01,5.428448203681032203e-01,-3.714507530387901602e-01,8.343100011786973580e-01,1.281008734480034938e+00,2.800348430385213860e-01,7.276654726084329505e-01,7.276654726084329505e-01,-3.479263168044649523e-02,1.281008734480034938e+00,-3.479263168044649523e-02,-3.714507530387901602e-01,3.908981514613846797e-01,-6.039647925774045412e-01,-1.128050759948762582e+00,-1.440690348562133405e+00,-3.479263168044649523e-02
1.000000000000000000e+00,5.279684302002373153e-01,-5.863227386870337732e-01,-4.279649743513871396e-01,2.829366489379319560e+00,1.220208013657536394e+00,2.725899466183838715e+00,2.786958355817624078e+00,1.977220632289822033e+00,-9.820209150828670408e-01,4.056022467996685421e+00,4.056022467996685421e+00,3.272099411674859182e-01,1.977220632289822033e+00,3.272099411674859182e-01,2.725899466183838715e+00,2.829366489379319560e+00,2.715536303272570784e+00,-1.925234938511053873e+00,6.741760910753267222e-01,3.272099411674859182e-01
1.000000000000000000e+00,-4.987475878721481237e-01,-3.436528397721492212e+00,4.876148829132573859e-01,2.376074292755336881e+00,1.346575483069784696e+00,3.405259500281203056e-01,-1.066412510375240874e+00,-7.793328661896665732e-01,-4.860845971825994205e+00,-6.282298409627483649e-01,-6.282298409627483649e-01,6.645917280447530828e+00,-7.793328661896665732e-01,6.645917280447530828e+00,3.405259500281203056e-01,2.376074292755336881e+00,5.393981890488830366e-02,1.171219968278274903e+00,3.166406549414990224e+00,6.645917280447530828e+00
0.000000000000000000e+00,1.166006359580460394e-01,-3.717984424264780596e+00,-1.527638673378636902e+00,1.430607171293627244e+00,3.531092982080316300e+00,5.495400588274669929e+00,4.695656236625746494e-01,1.668456970235899117e+00,-1.720993034210425154e+00,3.427111930076471857e+00,3.427111930076471857e+00,1.460694412982925794e+00,1.668456970235899117e+00,1.460694412982925794e+00,5.495400588274669929e+00,1.430607171293627244e+00,1.346718128644595946e+00,-8.062900294002098844e-01,-3.178762463041526320e+00,1.460694412982925794e+00
1.000000000000000000e+00,-2.668647593417833530e+00,-3.217784550411870281e+00,-6.468539020506129944e-01,1.991926058698598734e+00,2.684886873560760057e-01,-4.897171730000181356e+00,-2.885081146771737881e+00,-2.561485202360209268e+00,-6.884919113162019322e+00,-3.773963012751945900e+00,-3.773963012751945900e+00,8.297390426794120089e+00,-2.561485202360209268e+00,8.297390426794120089e+00,-4.897171730000181356e+00,1.991926058698598734e+00,-1.759959929074230267e+00,3.444636143628259539e+00,4.738691355664315985e+00,8.297390426794120089e+00
1.000000000000000000e+00,-1.124445039890710873e+00,-4.051213420325706638e-01,1.026159240363806235e+00,5.845236475098689599e-01,1.833559441485921315e+00,6.710412560336044274e-01,-2.319320999785394743e+00,-9.500288666826449679e-01,-1.797138714834854323e+00,-2.312669947102732770e+00,-2.312669947102732770e+00,2.554560987580229092e+00,-9.500288666826449679e-01,2.554560987580229092e+00,6.710412560336044274e-01,5.845236475098689599e-01,-1.605626186969753899e+00,6.875907197373058999e-01,-9.366907435009244054e-01,2.554560987580229092e+00
1.000000000000000000e+00,-1.972092436487880684e+00,3.101600551404196437e+00,-1.344348369106231900e+00,4.559878345667533139e+00,3.207980331921904238e+00,-1.707801318795084011e+00,1.067718954118141772e+00,1.449440079167907403e+00,-1.946059356036837107e+00,-8.138297750993900292e-01,-8.138297750993900292e-01,1.447632434152198222e+00,1.449440079167907403e+00,1.447632434152198222e+00,-1.707801318795084011e+00,4.559878345667533139e+00,-6.198549264530831548e-01,-5.172925707300473075e-01,2.171975078742648613e+00,1.447632434152198222e+00
1.000000000000000000e+00,1.096218242124926023e+00,-2.389635534229003877e+00,1.698207297645303315e+00,-2.956501191621681901e+00,-9.128797463114017852e-01,3.985561443198994969e-01,-1.016954296091276966e+00,5.794471528784761460e-03,6.708101000192142616e-01,-4.486892813824689963e-01,-4.486892813824689963e-01,2.921288536051355855e+00,5.794471528784761460e-03,2.921288536051355855e+00,3.985561443198994969e-01,-2.956501191621681901e+00,7.229365196611414746e-02,1.136874800181185252e+00,-1.333348438654413659e-01,2.921288536051355855e+00
0.000000000000000000e+00,9.186689596378778688e-01,1.838103509247256628e+00,-1.892812364493602351e+00,-2.476067137396953832e+00,-1.336484545250731237e-01,-2.469158828522320714e+00,-1.489018088083059244e+00,-9.766163412353046080e-01,1.378463834644449326e+00,-1.516307435722524355e+00,-1.516307435722524355e+00,-2.485670354700994622e+00,-9.766163412353046080e-01,-2.485670354700994622e+00,-2.469158828522320714e+00,-2.476067137396953832e+00,8.680472865266816163e-01,3.371692661739964070e+00,-2.634758773912029284e-01,-2.485670354700994622e+00
1.000000000000000000e+00,6.165727387865978848e+00,2.627890203109911393e+00,-2.333908929083581718e+00,-4.441230202986289122e+00,-3.579420669468325933e+00,-9.487920116747879107e-02,6.592362363748804910e-01,-1.681977298294925927e+00,6.065389542077881835e+00,2.381834580141096724e-01,2.381834580141096724e-01,-9.303463917530072180e+00,-1.681977298294925927e+00,-9.303463917530072180e+00,-9.487920116747879107e-02,-4.441230202986289122e+00,2.579742765655963055e+00,2.637128599699910314e+00,1.961333974096170163e+00,-9.303463917530072180e+00
1.000000000000000000e+00,-2.435112636606594716e+00,-2.642358947996686247e+00,8.631925338101982259e-01,1.589944415693197666e+00,1.563763936313676606e+00,-4.142240217699711957e-01,-3.260710475655015816e+00,-2.231478552653963110e+00,-5.653094207908637259e+00,-1.929289581513254026e+00,-1.929289581513254026e+00,5.687939446828440992e+00,-2.231478552653963110e+00,5.687939446828440992e+00,-4.142240217699711957e-01,1.589944415693197666e+00,-5.823449639865694305e-01,1.862067882143230158e+00,-3.017176813645772171e-02,5.687939446828440992e+00
1.000000000000000000e+00,1.109035003604845748e-01,-2.507037830107908816e-01,5.366613755395566177e-02,2.079551521713776996e+00,2.502066949020486764e+00,1.363696566556850120e+00,-2.617672543216025272e+00,-2.047162850430624736e+00,-3.367093413400162660e+00,-2.121588476161833547e+00,-2.121588476161833547e+00,2.166442456976879427e+00,-2.047162850430624736e+00,2.166442456976879427e+00,1.363696566556850120e+00,2.079551521713776996e+00,-6.214747722305746791e-02,1.950212639884561394e+00,1.020082800491862507e+00,2.166442456976879427e+00
0.000000000000000000e+00,1.395293144925843443e+00,-1.884023399594507708e+00,1.391647314576737848e+00,1.995695320415615592e+00,1.645739803110235044e+00,5.378810166679901528e+00,-2.766928172295691990e+00,-3.049532245217681403e+00,-2.456096095540406310e+00,-1.841620073205938235e+00,-1.841620073205938235e+00,2.791020994966763591e-01,-3.049532245217681403e+00,2.791020994966763591e-01,5.378810166679901528e+00,1.995695320415615592e+00,-1.368857376254240865e+00,-2.288660707041058062e-01,-2.432329908734737201e-01,2.791020994966763591e-01
